Location,Area,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,No additional rooms,Prayer Rooms,Lounge or Sitting Room,Price
"Swan Garden, Islamabad, Islamabad Capital",10 Marla,6,7,1,1,1,2,1,0,0,0,0,0,1,PKR4.5 Crore
"D-12, Islamabad, Islamabad Capital",14.2 Marla,6,6,1,1,2,2,1,0,1,0,0,0,1,PKR15 Crore
"D-17, Islamabad, Islamabad Capital",3.5 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR90 Lakh
"G-13, Islamabad, Islamabad Capital",8 Marla,5,4,1,0,0,2,1,0,0,0,0,0,0,PKR5.75 Crore
"F-11, Islamabad, Islamabad Capital",1 Kanal,6,5,1,1,2,1,1,1,1,1,0,1,1,PKR19 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR8.2 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,-,6,0,0,0,0,0,0,0,0,1,0,0,PKR11.9 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,5,3,1,1,0,2,1,0,1,1,0,1,1,PKR1.9 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR10.5 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR10.8 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR10.7 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,0,2,2,1,1,1,1,0,1,1,PKR11.9 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR13 Crore
"G-15, Islamabad, Islamabad Capital",14.2 Marla,6,7,0,0,0,0,0,0,0,0,1,0,0,PKR4.83 Crore
"G-15, Islamabad, Islamabad Capital",14.2 Marla,6,7,0,0,0,0,0,0,0,0,1,0,0,PKR4.78 Crore
"Bahria Town, Islamabad, Islamabad Capital",10 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR3.95 Crore
"H-13, Islamabad, Islamabad Capital",2 Marla,1,2,0,0,0,0,0,0,0,0,1,0,0,PKR50 Lakh
"I-11, Islamabad, Islamabad Capital",6 Marla,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR3.55 Crore
"Bahria Town, Islamabad, Islamabad Capital",8 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR3.8 Crore
"DHA Defence, Islamabad, Islamabad Capital",11 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR5.1 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,4,3,0,0,0,0,0,0,0,0,1,0,0,PKR2.35 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",10 Marla,5,5,1,1,1,1,1,0,1,0,0,0,1,PKR6.25 Crore
"Mumtaz City, Islamabad, Islamabad Capital",0.9 Marla,-,-,0,0,0,0,0,0,0,0,0,0,0,PKR90 Lakh
"Shah Allah Ditta, Islamabad, Islamabad Capital",5.5 Marla,2,3,0,1,0,1,1,0,0,0,0,0,1,PKR90 Lakh
"Top City 1, Islamabad, Islamabad Capital",10 Marla,5,5,1,1,0,2,1,0,1,1,0,1,1,PKR4.25 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",1 Kanal,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR13 Crore
"Soan Garden, Islamabad, Islamabad Capital",10 Marla,6,6,1,1,0,2,1,1,1,1,0,1,1,PKR4.1 Crore
"Soan Garden, Islamabad, Islamabad Capital",6 Marla,6,5,0,1,0,2,1,0,0,1,0,1,1,PKR2.5 Crore
"Soan Garden, Islamabad, Islamabad Capital",10 Marla,6,6,1,0,0,2,1,0,0,0,0,0,0,PKR3.8 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,4,3,1,0,0,2,1,0,0,0,0,0,0,PKR2.2 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,-,6,1,1,2,2,1,1,1,0,0,1,1,PKR12 Crore
"F-6, Islamabad, Islamabad Capital",2 Kanal,6,7,0,0,1,2,0,0,0,0,0,0,0,PKR90 Crore
"F-7, Islamabad, Islamabad Capital",2 Kanal,6,5,1,1,1,1,1,0,1,0,0,0,1,PKR42 Crore
"F-7, Islamabad, Islamabad Capital",1.3 Kanal,6,8,1,1,1,2,1,0,1,0,0,0,1,PKR35 Crore
"F-7, Islamabad, Islamabad Capital",2.5 Kanal,6,6,1,1,1,2,1,0,1,0,0,0,1,PKR60 Crore
"F-7, Islamabad, Islamabad Capital",1.3 Kanal,6,6,1,1,1,2,1,0,1,0,0,0,1,PKR41 Crore
"F-7, Islamabad, Islamabad Capital",1.3 Kanal,6,8,1,1,2,2,1,0,1,0,0,0,1,PKR37 Crore
"Bahria Town, Islamabad, Islamabad Capital",8 Marla,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR3.25 Crore
"G-8, Islamabad, Islamabad Capital",6 Marla,-,-,0,0,0,0,0,0,0,0,0,0,0,PKR4.6 Crore
"Park View City, Islamabad, Islamabad Capital",5 Marla,5,4,1,0,0,2,1,0,0,0,0,0,1,PKR2.8 Crore
"Naval Anchorage, Islamabad, Islamabad Capital",5 Marla,4,4,1,1,1,2,1,1,1,1,0,1,1,PKR2.65 Crore
"H-13, Islamabad, Islamabad Capital",4 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR90 Lakh
"Naval Anchorage, Islamabad, Islamabad Capital",1 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR8.5 Crore
"Park View City, Islamabad, Islamabad Capital",5 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.7 Crore
"G-9, Islamabad, Islamabad Capital",14.2 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR8.5 Crore
"D-12, Islamabad, Islamabad Capital",4.4 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR4 Crore
"F-8, Islamabad, Islamabad Capital",3.6 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR60 Crore
"F-6, Islamabad, Islamabad Capital",3 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR60 Crore
"Bahria Town, Islamabad, Islamabad Capital",10 Marla,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR4.65 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,8,6,1,1,0,0,1,0,0,0,0,0,0,PKR12 Crore
"Bahria Town, Islamabad, Islamabad Capital",10 Marla,6,8,0,0,0,2,0,0,0,0,0,0,0,PKR4.75 Crore
"DHA Defence, Islamabad, Islamabad Capital",2 Kanal,6,7,1,1,1,2,1,1,1,0,0,1,1,PKR25 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,1,2,1,1,1,0,0,1,1,PKR9 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,1,2,1,1,1,0,0,1,1,PKR10.5 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR12 Crore
"F-8, Islamabad, Islamabad Capital",1.2 Kanal,6,5,1,1,1,1,1,0,1,0,0,1,1,PKR23 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.1 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.2 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.9 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,8,7,0,0,0,0,0,0,0,0,0,0,0,PKR8 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,7,6,0,0,0,0,0,0,0,0,0,0,0,PKR7 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,8,7,0,0,0,0,0,0,0,0,0,0,0,PKR7.5 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,8,6,1,1,0,0,1,0,0,0,0,0,0,PKR8.5 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,7,5,1,1,0,0,1,0,0,0,0,0,0,PKR13 Crore
"F-10, Islamabad, Islamabad Capital",2 Kanal,6,7,0,0,0,0,0,0,0,0,1,0,0,PKR27.5 Crore
"F-10, Islamabad, Islamabad Capital",1.2 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR22.5 Crore
"F-11, Islamabad, Islamabad Capital",1.3 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR19.5 Crore
"I-10, Islamabad, Islamabad Capital",6 Marla,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR4.5 Crore
"I-10, Islamabad, Islamabad Capital",4 Marla,3,4,0,0,0,0,0,0,0,0,0,0,0,PKR1.8 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR11.25 Crore
"I-10, Islamabad, Islamabad Capital",4 Marla,3,4,0,0,0,0,0,0,0,0,0,0,0,PKR1.8 Crore
"I-8, Islamabad, Islamabad Capital",12 Marla,6,9,1,1,1,3,1,0,1,0,0,1,1,PKR11.5 Crore
"Park View City, Islamabad, Islamabad Capital",5 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.6 Crore
"G-13, Islamabad, Islamabad Capital",4.4 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR3.4 Crore
"F-17, Islamabad, Islamabad Capital",10 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR2.55 Crore
"F-17, Islamabad, Islamabad Capital",8 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR2.4 Crore
"F-17, Islamabad, Islamabad Capital",8 Marla,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR2.4 Crore
"Faisal Town - F-18, Islamabad, Islamabad Capital",8 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR2.4 Crore
"DHA Defence, Islamabad, Islamabad Capital",1.3 Kanal,6,6,1,1,2,2,1,1,1,1,0,1,1,PKR9 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,7,6,0,0,0,0,0,0,0,0,0,0,0,PKR6.5 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.2 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.25 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.1 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.9 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.8 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.7 Crore
"G-13, Islamabad, Islamabad Capital",4.4 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR2.95 Crore
"G-13, Islamabad, Islamabad Capital",10.9 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR7 Crore
"G-13, Islamabad, Islamabad Capital",8 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR5.25 Crore
"G-13, Islamabad, Islamabad Capital",8 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR4.7 Crore
"G-14, Islamabad, Islamabad Capital",5.6 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR3.85 Crore
"D1 Capital Park City, Islamabad, Islamabad Capital",3 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR14.5 Lakh
"DHA Defence, Islamabad, Islamabad Capital",10 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR4.55 Crore
"Green Avenue, Islamabad, Islamabad Capital",7.2 Marla,6,4,0,0,0,0,0,0,0,0,1,0,0,PKR3.55 Crore
"Naval Anchorage, Islamabad, Islamabad Capital",5 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.5 Crore
"Green Avenue, Islamabad, Islamabad Capital",6.5 Marla,-,4,0,0,0,0,0,0,0,0,1,0,0,PKR3.55 Crore
"G-6, Islamabad, Islamabad Capital",10.7 Marla,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR9.5 Crore
"E-11, Islamabad, Islamabad Capital",3.6 Marla,-,-,0,0,1,1,0,0,0,0,0,0,0,PKR1.19 Crore
"Bani Gala, Islamabad, Islamabad Capital",6 Marla,6,5,0,0,0,3,0,0,0,0,0,0,0,PKR2.3 Crore
"DHA Defence, Islamabad, Islamabad Capital",2 Kanal,6,6,0,0,3,4,0,0,0,0,0,0,0,PKR28 Crore
"Bahria Town, Islamabad, Islamabad Capital",10 Marla,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR5 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR13 Crore
"Naval Anchorage, Islamabad, Islamabad Capital",5 Marla,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.25 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.5 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.6 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.4 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.2 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.3 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.1 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.9 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3 Crore
"F-15, Islamabad, Islamabad Capital",10.9 Marla,6,6,1,0,0,2,1,0,0,0,0,0,0,PKR3.9 Crore
"F-8, Islamabad, Islamabad Capital",1.8 Kanal,4,3,1,0,1,0,1,0,1,0,0,0,1,PKR30.25 Crore
"F-8, Islamabad, Islamabad Capital",4 Kanal,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR60 Crore
"I-10, Islamabad, Islamabad Capital",6 Marla,4,4,1,1,0,2,1,0,0,0,0,0,1,PKR3.5 Crore
"I-10, Islamabad, Islamabad Capital",6 Marla,5,5,1,1,0,2,1,0,0,0,0,0,1,PKR3.85 Crore
"I-10, Islamabad, Islamabad Capital",6 Marla,5,5,1,1,0,2,1,0,0,0,0,0,1,PKR4.15 Crore
"I-10, Islamabad, Islamabad Capital",6 Marla,3,4,1,1,1,2,1,0,0,0,0,1,1,PKR3.15 Crore
"I-10, Islamabad, Islamabad Capital",5 Marla,4,5,1,1,1,5,1,0,0,0,0,1,1,PKR3 Crore
"I-10, Islamabad, Islamabad Capital",5 Marla,4,5,1,1,1,2,1,0,0,0,0,1,1,PKR3.5 Crore
"I-10, Islamabad, Islamabad Capital",6 Marla,5,5,1,1,1,2,1,0,0,0,0,1,1,PKR4.15 Crore
"I-10, Islamabad, Islamabad Capital",6 Marla,4,5,1,1,1,2,1,0,0,0,0,1,1,PKR4.3 Crore
"Bani Gala, Islamabad, Islamabad Capital",11 Marla,5,5,1,1,1,1,1,0,1,0,0,0,1,PKR3.3 Crore
"FECHS, Islamabad, Islamabad Capital",7 Marla,7,5,1,1,0,2,1,0,1,1,0,1,1,PKR2.8 Crore
"FECHS, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR3.25 Crore
"FECHS, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR3.2 Crore
"Bani Gala, Islamabad, Islamabad Capital",10 Marla,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR3 Crore
"Bani Gala, Islamabad, Islamabad Capital",5 Marla,-,6,1,1,1,3,1,0,0,0,0,0,1,PKR1.65 Crore
"Bahria Town, Islamabad, Islamabad Capital",10 Marla,6,5,1,1,0,2,1,0,1,1,0,1,1,PKR3.85 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR9.5 Crore
"F-8, Islamabad, Islamabad Capital",1.2 Kanal,6,5,1,1,1,1,1,0,1,0,0,0,1,PKR23 Crore
"G-13, Islamabad, Islamabad Capital",1 Kanal,6,11,1,1,1,3,1,1,1,1,0,1,1,PKR13.5 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,-,1,1,2,2,1,0,1,1,0,1,1,PKR9.9 Crore
"DHA Defence, Islamabad, Islamabad Capital",14 Marla,5,5,1,1,0,2,1,1,1,1,0,1,1,PKR5.3 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR9.85 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR11.5 Crore
"Bani Gala, Islamabad, Islamabad Capital",5 Marla,5,4,1,0,0,2,1,0,0,0,0,0,0,PKR1.6 Crore
"Bani Gala, Islamabad, Islamabad Capital",6 Marla,3,2,1,1,0,1,1,0,0,1,0,0,1,PKR1.35 Crore
"Naval Anchorage, Islamabad, Islamabad Capital",5 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.3 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.6 Crore
"D-17, Islamabad, Islamabad Capital",1 Kanal,6,7,0,0,0,2,0,0,0,0,0,0,1,PKR4.5 Crore
"B-17, Islamabad, Islamabad Capital",10 Marla,6,9,0,0,0,3,0,0,0,0,0,0,0,PKR3 Crore
"D-17, Islamabad, Islamabad Capital",12 Marla,6,6,0,0,0,2,0,0,0,0,0,0,1,PKR4.6 Crore
"Bhara kahu, Islamabad, Islamabad Capital",10 Marla,6,7,1,0,0,0,1,0,0,0,0,0,0,PKR1.78 Crore
"G-13, Islamabad, Islamabad Capital",14.2 Marla,6,7,1,1,1,2,1,1,1,1,0,1,1,PKR9 Crore
"G-13, Islamabad, Islamabad Capital",10.9 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR7.5 Crore
"G-13, Islamabad, Islamabad Capital",8 Marla,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR5.75 Crore
"G-13, Islamabad, Islamabad Capital",4.4 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR3.4 Crore
"G-13, Islamabad, Islamabad Capital",4.4 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR3.5 Crore
"G-13, Islamabad, Islamabad Capital",10.9 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR7.5 Crore
"Lehtarar Road, Islamabad, Islamabad Capital",10 Marla,6,6,0,0,1,2,0,0,0,0,0,0,0,PKR1.5 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,3,3,1,1,0,2,1,1,1,1,0,1,1,PKR2.6 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",10 Marla,5,4,1,0,0,2,1,0,1,0,0,0,1,PKR6 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,7,6,0,0,0,0,0,0,0,0,0,0,0,PKR6.5 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.25 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.2 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.1 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,8,7,0,0,0,0,0,0,0,0,0,0,0,PKR8 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,8,7,0,0,0,0,0,0,0,0,0,0,0,PKR7.5 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,7,6,0,0,0,0,0,0,0,0,0,0,0,PKR7 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,7,6,0,0,0,0,0,0,0,0,0,0,0,PKR6.5 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",1 Kanal,6,5,1,0,0,2,1,0,1,0,0,0,1,PKR10 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",1 Kanal,6,5,1,1,0,2,1,0,1,0,0,0,1,PKR11 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",2 Kanal,6,5,1,1,1,3,1,0,1,0,0,0,1,PKR25 Crore
"Soan Garden, Islamabad, Islamabad Capital",10 Marla,5,4,1,1,2,1,1,0,0,0,0,0,1,PKR2.6 Crore
"Bani Gala, Islamabad, Islamabad Capital",6 Marla,6,4,1,1,1,1,1,0,1,1,0,1,1,PKR2.5 Crore
"E-11, Islamabad, Islamabad Capital",16 Marla,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR8.5 Crore
"Soan Garden, Islamabad, Islamabad Capital",10 Marla,6,7,1,1,2,2,1,0,1,0,0,1,1,PKR3.5 Crore
"CBR Town, Islamabad, Islamabad Capital",7 Marla,6,5,1,0,2,2,1,0,0,1,0,0,1,PKR3.35 Crore
"Mumtaz City, Islamabad, Islamabad Capital",6 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.6 Crore
"Bahria Town, Islamabad, Islamabad Capital",10 Marla,6,5,0,0,0,2,1,0,1,0,0,0,1,PKR4.5 Crore
"E-11, Islamabad, Islamabad Capital",7 Marla,5,5,1,1,0,0,1,1,1,1,0,1,1,PKR6.15 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,4,3,1,0,0,2,1,0,0,0,0,0,1,PKR2.35 Crore
"G-11, Islamabad, Islamabad Capital",5.6 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR4.25 Crore
"F-10, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,0,1,1,0,1,0,0,0,1,PKR18 Crore
"F-10, Islamabad, Islamabad Capital",1.2 Kanal,8,7,0,0,0,0,0,0,0,0,0,0,0,PKR24 Crore
"G-10, Islamabad, Islamabad Capital",17.8 Marla,-,7,0,0,0,0,0,0,0,0,0,0,0,PKR13 Crore
"E-11, Islamabad, Islamabad Capital",8 Marla,5,5,1,0,1,2,1,1,1,1,0,1,1,PKR6.3 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.25 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.2 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.1 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.9 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.8 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.7 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.6 Crore
"Kashmir Highway, Islamabad, Islamabad Capital",10 Marla,5,4,1,0,0,2,1,0,1,0,0,0,1,PKR6.5 Crore
"I-14, Islamabad, Islamabad Capital",1 Kanal,-,5,1,1,0,4,1,0,1,1,0,1,0,PKR5.5 Crore
"Pakistan Town, Islamabad, Islamabad Capital",5 Marla,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR2.2 Crore
"D-17, Islamabad, Islamabad Capital",9 Marla,5,5,1,0,1,2,1,0,0,0,0,1,0,PKR2.75 Crore
"E-7, Islamabad, Islamabad Capital",2.1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR96 Crore
"DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,0,0,0,1,0,0,0,0,0,0,0,PKR72 Lakh
"D-17, Islamabad, Islamabad Capital",10 Marla,5,5,1,0,2,2,1,0,0,0,0,1,0,PKR3 Crore
"D-17, Islamabad, Islamabad Capital",9 Marla,6,5,1,1,1,2,1,0,0,0,0,0,0,PKR3.3 Crore
"FECHS, Islamabad, Islamabad Capital",8 Marla,4,3,0,0,0,0,0,0,0,0,1,0,0,PKR2.3 Crore
"Top City 1, Islamabad, Islamabad Capital",1 Kanal,8,7,1,1,0,0,1,1,1,1,0,1,1,PKR7 Crore
"Top City 1, Islamabad, Islamabad Capital",10 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR4.7 Crore
"FECHS, Islamabad, Islamabad Capital",8 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR2.7 Crore
"National Police Foundation O-9, Islamabad, Islamabad Capital",10 Marla,6,4,1,1,1,2,1,0,0,0,0,0,1,PKR3.25 Crore
"F-17, Islamabad, Islamabad Capital",8 Marla,6,5,1,1,1,0,1,0,1,0,0,0,0,PKR2.7 Crore
"G-11, Islamabad, Islamabad Capital",8 Marla,4,5,1,1,1,2,1,1,1,1,0,1,1,PKR5.5 Crore
"F-7, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,1,1,1,0,1,1,0,1,1,PKR26 Crore
"D-12, Islamabad, Islamabad Capital",10 Marla,4,4,1,1,1,1,1,1,1,1,0,1,1,PKR8.5 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.5 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.3 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.4 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.2 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.1 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.9 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR7.75 Crore
"G-11, Islamabad, Islamabad Capital",7.1 Marla,2,2,0,0,0,0,0,0,0,0,0,0,0,PKR3.25 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,3,3,1,1,1,1,1,0,1,1,0,1,1,PKR2.6 Crore
